ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
218,110000,1,2,1,32,3,3,3,3,3,3,86038,81810,81763,86422,84290,77289,2512,1850,1776,1232,2102,1831,1
219,90000,2,3,2,30,2,2,2,2,2,2,51505,40886,45143,43541,54377,44028,14315,6479,9075,12423,11092,8480,1
220,10000,2,3,1,35,2,2,2,2,2,2,2758,3319,3155,2972,2779,3474,425,422,362,485,498,537,0
221,230000,2,1,1,55,1,1,2,1,1,1,145696,129657,125963,123781,133402,121529,60916,44711,41292,52742,57993,43814,0
222,170000,1,2,2,21,1,1,1,1,1,1,125492,93682,93113,109345,90259,94098,53564,43250,36886,42826,43735,37246,0
223,100000,1,3,1,41,3,3,3,3,2,3,77676,79233,70082,70920,77570,69080,6626,14305,10979,12929,10757,10608,0
224,220000,2,1,1,21,2,2,3,2,2,2,21946,19847,20653,18556,19773,21153,3357,2689,2225,2687,2133,2962,0
225,160000,1,1,2,30,2,2,2,2,1,1,114477,114601,125983,118515,125221,123117,50110,48167,46681,37315,38714,39595,0
226,90000,2,1,1,44,2,2,2,2,2,2,47453,43041,46812,36195,49670,46059,9387,7413,11809,7280,10596,11603,1
227,170000,1,1,1,35,1,1,2,1,1,1,84151,96961,94379,91524,101778,95606,31290,40927,39450,33043,44850,42434,0
228,40000,1,3,2,25,1,1,0,1,1,0,11092,7019,9338,8502,7829,9715,5512,4363,4358,5548,4594,6806,0
229,140000,1,2,2,28,1,0,1,1,0,0,47713,46817,50530,44144,43571,48648,34006,29872,23401,29039,35284,25101,0
230,200000,1,2,1,41,3,3,3,3,3,3,129762,109971,134190,113193,126546,117109,11598,7351,7430,10316,8374,8751,0
231,200000,2,1,1,28,0,0,0,0,0,0,62908,72476,67135,72759,83314,81315,40050,32739,49973,50088,53463,55414,0
232,180000,2,1,2,36,0,0,-1,0,0,0,18415,14844,16644,14508,15363,14317,18211,10042,13753,11149,11054,10276,0
233,190000,1,2,1,35,1,1,1,1,1,1,82521,108683,83651,110017,101875,92748,31848,35991,41987,51612,43110,54082,0
234,210000,1,2,2,29,0,0,0,0,0,0,12755,15226,12239,13667,12593,13153,12055,8127,11143,6666,8319,12713,0
235,170000,1,2,1,54,0,0,0,0,1,0,128840,104158,100754,114777,125794,108190,95377,81146,89936,68634,99739,92557,1
236,170000,1,1,1,40,1,1,1,1,2,2,25665,26252,33114,23879,22206,21949,6359,8454,7148,5417,7154,6228,0
237,140000,2,2,2,21,2,1,1,1,1,1,66453,82755,48886,59527,63768,65322,31030,42957,18909,28215,24853,22415,0
238,100000,2,3,1,36,3,3,3,3,3,3,36911,45572,46004,37929,35339,39033,3528,4338,2803,3085,3473,3225,1
239,130000,2,2,1,29,3,3,3,3,3,3,69849,87015,77206,72194,73461,63193,6966,7220,5996,7433,6403,5686,0
240,200000,2,2,2,42,1,1,1,1,1,1,29366,26175,32533,25912,24927,26804,14701,10958,17685,15694,10363,13234,0
241,220000,2,1,1,27,2,2,2,2,2,2,13766,14159,12562,13843,13133,11710,3055,3280,4159,3274,4075,2544,0
242,150000,2,1,1,33,1,1,1,1,1,1,144747,124337,150578,137500,120801,127473,70982,46862,58062,59659,51977,64953,0
243,90000,2,2,2,39,1,1,1,1,1,1,32379,34417,26824,26861,32069,31261,12305,12074,9916,11145,14257,11051,0
244,120000,2,2,1,42,3,2,2,2,2,2,7311,7942,6922,7830,5931,7384,1193,2308,1703,1895,1162,1750,0
245,150000,2,1,1,24,2,2,2,2,3,2,99336,91478,79106,91742,98613,91526,16058,13126,15359,19892,10834,19158,0
246,170000,1,1,1,31,1,-1,0,0,0,-1,99535,83680,78142,80207,80220,93919,67818,70380,56792,91062,82869,88019,0
247,140000,2,2,1,30,1,1,1,1,0,0,94477,79402,82471,69809,80738,82196,53978,42515,51833,43376,55696,53249,0
248,180000,2,1,1,29,1,1,1,1,1,1,20852,20704,21850,18922,19389,22267,6899,10400,10001,10495,10934,9513,0
249,110000,2,3,2,50,1,1,1,2,1,1,45097,41911,39215,43593,48394,45059,18477,19714,12444,16827,14401,19255,0
250,130000,1,2,2,38,0,0,0,0,0,0,21912,23168,26490,24670,24415,23439,16019,13191,21217,20502,15244,13729,0
251,80000,2,2,1,23,2,2,2,2,2,2,31500,34078,28080,32051,31464,33007,7458,6113,6787,7053,6599,8389,0
252,160000,2,1,2,43,1,1,1,2,1,1,12485,13446,12977,11797,11783,13366,4304,4913,3179,3561,5640,4363,0
253,60000,1,3,1,54,1,1,1,1,2,1,56476,51921,51813,53063,55035,57129,22830,19574,16168,16205,17366,14867,0
254,120000,2,2,2,44,1,2,1,1,1,1,51639,46169,46185,48122,60066,48710,13954,14703,12112,12712,18449,10548,1
255,150000,2,2,1,21,2,2,2,2,2,2,38576,33869,32566,33182,32204,33601,6881,5395,5274,4012,3916,4632,1
256,170000,1,1,2,30,2,2,2,2,2,2,1212,1388,1488,1318,1121,1198,313,259,236,284,265,229,0
257,160000,2,1,2,46,1,1,1,1,1,2,6643,8123,7058,9802,7683,9794,1639,2301,2682,3425,2633,2691,1
258,140000,1,2,2,28,2,1,2,2,2,2,67947,57508,63889,59739,58852,60637,10021,18655,13985,13344,12191,10073,0
259,160000,2,2,1,38,3,3,3,3,3,3,41253,46416,53446,56472,44055,46892,6286,5096,5833,5368,4801,5991,0
260,210000,2,1,2,41,2,2,2,2,2,2,68751,65038,63472,71065,79145,69098,19668,14155,10646,9788,14004,12704,0
261,280000,2,1,1,26,2,2,2,2,2,2,208540,223939,184843,213002,181813,184458,49882,39753,46350,51968,36570,51733,1
262,170000,2,1,2,34,0,0,0,0,1,0,20156,16057,21441,18696,21467,20687,16249,5064,12972,14037,7400,17298,0
263,150000,2,2,1,21,2,2,2,2,2,2,62226,53348,69510,67319,76260,60443,9779,8702,8826,9751,7673,9608,0
264,230000,2,1,2,25,0,1,0,0,0,0,74445,78219,66394,75019,75595,68832,30902,53288,37091,35029,30603,40043,0
265,200000,1,2,2,32,2,3,2,2,2,3,125107,123074,133460,153958,130938,146232,12444,14956,24830,30920,27600,26998,0
266,130000,2,2,2,23,1,1,1,1,1,2,55830,59394,53942,55544,55277,56696,12467,18385,19099,17091,17338,14272,1
267,80000,1,2,1,49,3,3,3,3,3,3,26035,25567,27034,23247,21868,26128,533,435,683,479,591,561,1
268,170000,1,1,1,22,2,2,2,2,2,2,135415,124316,126986,145334,106999,134484,20222,21393,16216,28414,13590,22015,0
269,200000,2,1,1,31,1,2,2,1,1,2,102401,108536,82659,109896,89930,101406,38056,26534,33900,45339,40008,37371,0
270,250000,2,2,2,36,3,3,3,3,3,3,132655,114960,106274,114455,97038,120875,828,441,581,839,582,441,1
271,140000,2,1,3,47,2,2,2,2,2,2,89094,95858,99349,99701,81820,86477,18779,14384,19359,22737,19569,9844,0
272,130000,1,2,2,22,1,2,2,2,2,2,66221,68140,74286,70838,61086,67499,18301,18426,21153,16914,20933,14617,1
273,120000,1,2,2,45,3,2,3,3,3,3,47302,52499,51176,47885,51034,49037,8305,8651,4372,5573,8642,8065,0
274,130000,2,4,2,35,2,1,1,2,1,1,70854,68539,65086,53034,56771,59329,24826,22606,21779,27023,19168,25976,0
275,110000,1,2,2,26,2,2,2,2,2,2,28095,25701,26389,24885,27505,25281,7096,6064,5311,4948,5309,6344,0
276,130000,1,1,2,39,0,1,1,1,1,1,28105,25455,31952,32507,25831,23405,15868,11626,13252,15397,13426,7175,0
277,60000,2,2,1,36,1,2,1,2,1,1,40952,38114,35118,39482,35686,41603,14702,15168,16574,17776,11783,20542,0
278,100000,2,3,1,29,1,2,2,2,1,1,36968,29246,39402,37079,37642,41352,10946,9395,6571,7095,7807,11389,1
279,100000,1,3,1,35,2,2,2,2,1,2,8327,10244,10317,11222,7059,9554,2078,3421,2163,1337,2465,1867,0
280,110000,1,3,2,31,0,1,0,0,1,1,18785,17211,17068,19490,18829,15753,15322,12569,12375,12604,12805,11282,0
281,100000,2,3,1,36,1,1,1,1,1,1,62476,72325,56652,63336,71461,48088,31426,39368,23087,32003,32886,16177,0
282,210000,2,1,2,40,2,2,2,2,2,2,107790,98823,113382,122774,104035,116486,19276,27098,19463,24800,23417,24426,0
283,220000,1,1,1,49,1,1,1,1,1,1,25518,23199,24874,28481,26710,21592,8893,6689,12239,11817,10677,10498,0
284,100000,2,2,2,23,2,2,2,2,2,2,37746,36483,40062,41004,40029,42749,4325,7608,7409,11059,5064,7758,1
285,150000,1,2,1,54,3,2,3,3,3,3,40047,37001,40971,41162,38015,47447,5999,4785,8806,4943,6445,5939,0
286,210000,2,1,1,21,3,3,3,3,3,3,25044,26075,21322,29032,21162,23542,1950,1531,1691,1667,1165,1253,0
287,150000,1,1,1,33,3,3,3,3,3,3,14610,13591,11978,15817,14287,14437,1200,1093,1102,1918,1390,1229,0
288,20000,2,3,1,40,2,2,2,1,2,1,12459,13641,12445,11621,15348,12998,1898,3771,2909,2886,3432,3252,0
289,110000,2,3,2,37,1,1,1,1,1,1,69293,66002,67913,73351,65586,65311,28703,26249,37196,45041,25594,24715,0
290,180000,2,1,1,29,1,1,1,1,1,1,35725,33389,38641,36680,38681,30069,15454,10475,16769,14907,13855,9984,0
291,250000,2,1,2,33,3,3,3,3,3,3,101082,80598,110347,114709,103417,110991,6011,3165,5466,4736,4918,5222,0
292,120000,2,3,1,30,3,3,3,3,3,3,75730,81110,82421,89769,79881,84119,8003,6491,8271,5488,8001,11239,0
293,130000,2,2,2,29,1,0,0,1,1,0,49017,42449,37549,51975,48210,45089,31325,29710,17970,30365,25761,29843,0
294,90000,1,2,1,42,1,1,2,2,1,2,18003,14627,16276,18723,16006,16856,4441,4260,5484,6422,4031,6070,0
295,200000,1,2,1,38,1,2,1,1,2,1,51776,50925,50529,51044,56581,48452,19281,17800,19091,19765,15439,22139,0
296,170000,2,2,2,28,0,0,0,1,0,0,79106,126210,105957,111194,102037,99905,59466,79003,99977,69767,75051,86728,0
297,200000,2,2,1,43,2,2,2,2,3,2,76945,81092,75365,69152,83585,70706,18314,15524,10852,12659,21275,12265,1
298,130000,2,3,1,37,1,0,1,1,1,1,91252,79988,86677,84470,96410,83573,33210,54877,43945,32027,55268,41849,0
299,150000,2,1,2,42,3,3,3,3,3,3,23600,24261,25253,24515,30350,26426,878,1330,1080,1191,1855,857,0
300,160000,2,2,1,40,1,1,1,1,1,1,40923,39873,39266,38877,38705,44305,18515,11522,20293,19073,17447,21085,0
301,180000,2,2,1,27,2,2,2,2,2,2,130768,131459,123000,105506,149316,116590,32850,24938,26908,21424,26065,23029,1
302,140000,2,2,1,29,2,1,1,1,1,1,23955,24697,28431,24071,23842,23466,10168,8230,12700,9627,12698,11565,0
303,180000,1,1,3,41,1,1,2,1,2,2,99257,92980,100996,90278,89221,87516,31823,23165,26186,36539,30214,17968,0
304,130000,1,2,1,40,0,0,1,1,0,1,66815,73047,93014,76033,73567,91099,38437,43880,61826,53745,51156,59576,0
305,160000,2,1,1,34,2,2,2,2,2,2,97318,95985,97670,88315,94651,95840,27127,23073,23927,19060,21414,21147,0
306,90000,1,3,2,36,2,2,2,2,2,2,35141,26534,33184,32687,36105,40641,5457,5950,6477,7246,7662,10413,0
307,150000,1,1,1,46,3,3,3,3,3,3,65893,58470,60085,66288,59629,69830,5231,3710,5860,5520,2861,3879,0
308,20000,1,3,2,29,1,2,2,2,2,2,5922,6180,5943,6066,5814,6249,1648,1975,1263,1814,1305,1606,0
309,120000,2,2,2,39,3,3,3,3,3,3,28691,27466,22117,25704,25601,27114,1763,2434,1670,1377,1245,1675,0
310,170000,2,1,1,33,3,3,3,3,3,3,58779,53474,49919,69836,63629,59725,8269,5411,5202,11426,6788,6342,0
311,280000,1,1,1,33,1,0,1,0,1,0,18916,20946,24824,19903,19107,18186,11613,14182,18928,11029,8134,8096,0
312,150000,2,3,2,44,3,3,3,3,3,3,36520,35855,27211,29712,31624,34695,3701,3756,2707,2770,2773,3566,0
313,190000,1,1,1,42,1,1,2,1,1,1,53235,53390,36236,55275,55212,52112,20984,27645,14507,31773,22283,28038,0
314,140000,2,2,2,42,2,2,2,2,2,2,30036,31775,28364,34036,33058,27500,5564,7439,7585,7439,6785,8139,0
315,240000,2,1,1,46,2,2,2,2,2,1,100601,115172,110769,92314,95278,92379,32919,27142,29784,19683,18035,22683,0
316,90000,2,3,2,35,1,0,0,1,0,0,36558,31272,36434,36495,32159,30009,15963,17161,28785,27928,22682,18441,1
317,140000,2,2,1,41,1,1,1,1,1,1,43979,37575,41410,49880,49929,42841,19964,14960,24210,13573,28272,24504,0
318,80000,1,3,1,32,2,2,2,2,2,2,67145,51211,55125,51247,54949,59923,18541,10619,10852,11521,12114,7898,0
319,90000,2,3,1,37,3,3,3,3,3,3,12623,12774,12254,12438,12949,10243,817,762,615,949,557,459,0
320,100000,1,2,2,33,2,2,2,2,2,2,14796,12710,13030,13012,10301,13798,3034,3435,3004,2239,3023,3683,0
321,240000,1,1,1,35,1,1,1,1,1,1,111402,131039,137030,104660,125722,120718,57307,73019,57490,40601,68246,47078,0
322,180000,2,1,2,40,2,2,2,2,2,2,70652,64997,82329,70034,66330,78202,10639,17747,13329,17713,14635,20236,0
323,240000,2,1,1,27,2,2,2,1,2,2,40470,51900,49045,48184,51797,47862,11363,17563,13056,17868,16085,19106,0
324,240000,2,1,1,53,3,3,3,3,3,3,159935,148700,134662,160661,139879,169842,236,243,361,288,254,453,0
325,160000,2,2,1,25,2,2,2,2,2,2,111572,107621,98712,92356,105661,96690,19931,23964,19190,29251,13497,13947,0
326,140000,2,3,2,24,2,2,2,1,2,2,72963,67053,68410,60356,66564,62129,11136,20830,16003,9345,13462,16505,0
327,190000,2,1,1,45,0,1,0,0,0,0,58208,75636,74608,71933,73114,76086,34083,61745,40172,26231,42193,40694,0
328,170000,1,1,2,42,3,3,3,3,3,3,77138,84391,80336,81252,70321,87111,10897,10257,7412,7810,5718,6628,1
329,120000,2,2,2,40,3,3,3,3,3,3,16264,15981,16256,17373,18447,18684,2486,1927,1414,2274,1882,3145,0
330,100000,2,3,2,40,1,2,2,1,2,2,13815,12308,14558,15904,12729,12438,3101,2762,2331,4841,3629,1737,0
331,220000,1,1,1,34,0,0,1,0,1,0,56830,61092,75576,64432,73313,62963,50713,50924,58968,51511,51960,66009,0
332,150000,2,2,2,26,1,1,1,0,1,1,66106,71193,83895,50386,61665,63400,23525,34717,43124,30255,24153,36907,0
333,220000,1,2,2,35,2,2,2,2,2,2,57664,61389,57144,56920,51394,59710,13859,16597,15999,16269,18199,20009,0
334,210000,2,1,2,28,0,-1,0,0,-1,0,16912,15213,13858,16970,19060,17225,13909,15063,8656,12826,13599,14862,0
335,120000,2,2,2,43,1,1,0,0,1,0,49160,54527,51103,53393,48642,50018,25720,43179,23475,34228,25898,35805,0
336,150000,1,2,2,33,1,1,2,1,1,1,25517,24355,23464,24318,23904,25598,7845,8715,8794,10400,10177,8106,0
337,120000,1,3,1,27,2,3,3,2,2,3,50826,52984,57542,59267,55459,44446,9229,8549,7750,8769,9657,6841,1
338,70000,2,3,1,32,1,0,1,1,1,1,14130,13952,16766,14549,16922,15916,8798,8618,7248,10792,8569,5118,0
339,70000,2,3,1,38,0,0,0,0,0,0,51274,35440,43429,39280,39648,48200,36601,25268,37405,33801,18027,36623,0
340,190000,2,2,2,29,0,0,0,0,-1,0,133190,110034,133828,127535,142318,145240,78987,91823,72823,97922,123514,107022,0
341,220000,2,1,1,27,0,0,0,1,0,1,115625,91752,115678,83087,104130,99365,84171,48207,75665,38452,63728,55130,0
342,200000,1,1,2,37,3,3,3,3,3,3,143833,170758,147294,182292,166046,167908,17380,11066,15583,20606,13997,10760,0
343,120000,1,2,1,37,1,2,1,2,2,2,25485,23891,27045,24187,21887,23589,6025,6912,7809,8724,5725,4818,0
344,80000,2,3,1,30,0,1,1,1,0,1,60121,53244,50769,57340,54024,51018,44774,15773,29709,48078,25041,34671,0
345,150000,2,2,2,30,2,2,2,2,2,2,64988,62227,60970,54658,57155,58570,8653,18785,13275,15426,11405,11432,1
346,120000,1,3,2,37,3,3,3,3,3,3,39361,43680,44638,36140,42228,50973,662,912,959,694,841,1009,0
347,230000,2,1,2,21,3,3,3,3,3,3,63025,70007,67950,73163,73128,58605,6790,8900,8741,10186,7402,5503,0
348,190000,1,1,1,22,1,1,1,1,1,1,165600,135487,140592,139144,148296,125579,93886,80245,78351,70754,67626,77148,0
349,90000,2,2,2,28,1,1,0,1,1,1,43593,42426,43094,45106,51766,42940,13541,23762,21667,23115,23109,16038,0
350,150000,1,3,2,33,1,1,1,1,1,1,111042,86525,102373,99824,100420,84103,43723,40298,53023,49356,41188,51942,0
351,190000,1,2,1,37,2,1,1,1,1,1,97072,106582,99165,76983,80471,111233,42345,50496,36711,20575,38050,31905,0
352,240000,1,1,2,48,2,1,1,1,1,1,15524,18465,18969,17339,14603,10886,5520,5033,7210,6471,4874,2970,0
353,250000,1,1,2,42,3,3,3,3,3,2,115206,92514,103993,117784,93519,113679,22007,13570,14024,23384,12839,20602,0
354,220000,1,1,1,33,2,2,1,2,2,2,80059,94656,88628,82862,91759,115093,18638,22812,14040,21102,21902,22803,1
355,150000,2,2,2,34,2,2,3,3,2,2,14786,17229,14846,17891,14804,16894,1953,1539,2795,3138,2463,2828,0
356,140000,2,1,1,25,2,2,2,2,1,2,113850,112282,114954,122294,104583,114723,24805,39024,21765,28329,25506,29345,0
357,110000,1,2,2,34,3,3,3,3,3,3,65084,71047,58560,72743,64825,68214,5943,6436,4771,7656,4351,6201,0
358,130000,2,2,1,32,3,3,3,3,3,3,54475,62467,56818,46180,61016,59142,3243,4764,5938,3778,5692,3233,0
359,170000,2,2,2,37,2,2,2,2,2,2,34913,41536,34812,37150,46791,43958,6989,6464,6824,7388,9720,11582,0
360,200000,1,2,2,27,2,2,2,3,2,2,45044,43711,45344,39969,44063,38243,10099,8555,6085,9185,9036,6999,1
361,200000,2,2,1,39,1,1,1,1,1,1,48854,43847,47594,53167,54484,56625,22142,12267,22200,27483,28720,32260,0
362,130000,1,2,2,48,1,1,1,1,1,1,46223,47349,58268,48544,46004,51013,19240,18782,19202,12490,19438,20675,0
363,190000,1,1,1,34,1,0,1,0,1,0,75707,82113,75210,80838,78644,81536,45100,50547,39896,51522,44149,41479,0
364,90000,2,2,1,38,0,0,0,0,0,1,33966,35548,31945,29094,31490,38812,22431,27400,24838,25082,20643,26490,0
365,260000,1,1,2,41,3,3,3,3,3,3,16800,17596,16486,14213,15156,15764,848,817,684,777,745,469,0
366,130000,2,1,2,31,1,1,1,1,2,2,42154,39619,27386,36506,34547,43615,10945,12172,8592,7572,11378,9588,0
367,190000,1,1,1,37,3,3,3,3,3,3,47346,39798,39365,35950,40687,42347,4852,5591,6078,4053,4716,6682,0
368,250000,2,1,2,35,1,1,1,1,1,1,89436,76755,85109,82550,85706,89757,37631,27339,44131,44723,38646,48095,0
369,160000,2,2,1,35,3,3,3,2,3,3,54696,47558,55733,44734,52451,44113,6536,4328,6413,3599,9177,5112,0
370,110000,1,4,1,28,0,0,0,0,-1,0,23925,16389,21166,22180,18654,22411,19202,13927,16695,14348,12493,19493,0
371,100000,2,3,1,35,0,0,0,0,0,0,52958,54546,48786,58289,48791,58790,34398,36460,23833,41548,37106,46379,0
372,30000,2,3,1,39,0,1,0,0,1,1,10898,9423,10101,10896,11581,6950,7851,8429,7385,6291,6876,4837,1
373,170000,2,2,1,48,2,2,2,2,2,2,6810,9700,8271,6416,9194,9574,1308,2101,1614,1468,1274,1606,1
374,120000,2,3,2,43,1,1,1,1,1,1,28737,26840,32217,24988,33563,31545,13667,10847,10377,15673,16956,9989,1
375,130000,1,2,1,54,1,1,2,1,1,1,42504,32731,36849,34976,40898,33967,14925,14156,15971,11332,14979,8554,0
376,170000,2,2,1,28,1,1,1,1,1,1,102985,117542,116102,112260,118792,129075,42906,49406,45107,69019,59365,58081,0
377,130000,1,2,2,42,1,1,0,1,1,1,33138,30992,28545,30486,28812,30303,10001,13598,16848,13749,15325,15418,0
378,250000,1,1,2,36,1,1,1,1,1,1,78504,99578,91788,74269,104880,99591,56635,46774,51790,49300,35394,39597,0
379,200000,1,1,2,54,2,2,2,3,2,2,78016,74402,68438,59848,63553,75793,18160,15799,17029,10109,12318,8828,0
380,160000,2,2,2,27,2,2,2,2,2,2,55342,43093,48414,58617,56238,55131,13180,12314,13683,10916,16015,12906,0
381,150000,2,2,2,27,1,1,2,1,1,1,6442,5594,6803,7148,6376,7469,2114,2356,2288,3414,3317,2719,0
382,170000,1,2,2,29,3,3,3,3,3,3,127833,105143,116153,86980,102247,114845,10475,7511,8618,7936,9922,12689,1
383,90000,1,3,1,21,3,3,3,3,3,3,24588,25063,20873,22267,21941,25026,1822,1733,1892,2124,1208,1569,1
384,120000,1,3,2,30,2,2,2,2,2,2,52188,55123,65015,60117,63825,49237,9799,13286,14238,12571,11964,12683,1
385,170000,1,2,2,28,3,3,3,3,3,3,31308,27826,26055,32258,28427,32348,3419,3604,1780,3357,2395,3615,1
386,40000,1,3,2,36,3,3,3,3,3,3,24807,26779,29330,29406,29662,30546,897,906,806,1546,560,973,1
387,170000,1,2,1,38,0,1,1,1,1,1,112640,112003,114859,127109,101895,118627,63120,61587,64168,36624,54363,57603,0
388,180000,1,1,2,51,3,3,3,3,3,3,47590,53954,50415,64403,49863,48167,685,606,818,934,466,698,0
389,140000,2,2,2,43,2,1,1,1,1,1,42667,46145,47470,45778,51971,46505,15177,15703,16342,18255,10961,10606,1
390,130000,2,2,2,29,0,1,0,1,1,1,79808,73704,72303,57631,74159,77095,41449,33842,34312,29517,44120,31033,0
391,170000,2,1,1,26,2,1,1,1,1,1,63482,79151,72768,65853,81509,70153,27985,21452,27089,24809,38033,36909,0
392,200000,2,2,2,39,1,1,1,1,1,1,131438,153448,142132,127430,144900,138072,50914,59555,56768,72804,57634,62081,0
393,80000,1,2,1,23,0,0,0,0,0,0,30282,31760,33786,34657,31484,32035,17908,29133,25736,19801,19902,29380,0
394,90000,2,1,2,51,1,1,1,1,1,1,65551,65688,70645,66013,77770,72052,30286,27030,24898,22022,31115,20378,0
395,80000,1,3,2,45,3,3,3,3,3,3,15419,18767,15127,16439,17820,17266,2345,1506,1747,1216,2471,1437,1
396,130000,2,2,1,30,1,1,1,1,1,1,27556,25316,24487,29505,29816,27976,14139,14200,9901,12100,15338,17234,0
397,150000,2,1,1,21,0,0,0,-1,1,0,57802,58108,59242,51264,54904,47723,45269,38153,51028,34638,51406,35538,0
398,110000,2,2,1,47,3,3,3,3,3,3,53962,58463,60834,59944,61910,63093,4786,4990,5726,5229,4264,7081,0
399,170000,2,2,2,33,2,2,2,2,3,2,22261,22204,19815,16634,17002,23824,3019,3966,3839,3262,2204,3383,0
400,150000,2,2,2,46,2,1,2,1,1,2,72532,70777,79007,72234,79428,85928,16811,22820,23986,21863,25731,23532,0
401,190000,1,3,2,21,2,2,2,2,2,2,36285,44955,48044,52050,43680,54099,6183,9912,7612,13331,7742,10720,1
402,160000,2,1,2,29,3,2,2,3,2,2,10425,9403,10528,11121,9047,10466,1026,1547,1567,1557,1827,2000,0
403,160000,2,2,2,35,2,1,2,2,1,1,102393,81146,96152,94137,75996,90246,32105,32683,28508,29598,26626,33907,0
404,160000,1,2,2,35,3,3,3,3,3,3,86254,92221,84732,104765,101070,86041,5326,8401,4933,8482,6614,7553,0
405,130000,2,2,2,30,2,3,2,2,2,2,27478,29023,25777,30611,31117,24947,5241,6952,4386,5581,3193,3848,0
406,150000,2,1,2,40,1,2,2,2,2,2,75646,72585,78517,66496,59324,69988,20123,19538,19758,18046,11799,17716,0
407,130000,1,2,2,25,1,2,2,2,2,2,99492,90115,103666,97905,91967,88331,22591,26938,44118,30179,25022,31621,0
408,110000,2,3,2,33,3,3,3,3,3,3,87756,83240,81992,88252,87207,77099,7900,6369,8720,9571,7951,5257,0
409,120000,2,2,2,36,3,3,3,2,3,3,22369,27002,26254,31325,25204,28865,2694,4115,3588,2336,3212,4140,0
410,80000,1,3,2,39,0,0,-1,0,0,0,28557,32086,29069,23752,30023,33850,18170,16156,26585,25316,12098,24754,1
411,140000,2,2,2,41,2,1,1,2,2,2,61489,60510,55135,68858,49997,50162,19897,15451,16123,17676,18943,17135,0
412,110000,2,2,2,24,3,3,3,3,3,3,68014,60761,74226,77804,84134,81045,5608,4277,5761,4909,5476,7249,0
413,240000,2,1,1,21,1,1,1,1,1,2,110059,97095,93164,95699,96038,92568,31579,29207,33678,34574,26728,30416,0
414,150000,2,2,2,46,1,1,1,1,1,1,65091,66174,66629,58759,65416,65208,24125,22036,24110,19262,24842,29962,0
415,90000,1,3,2,37,3,3,3,3,3,3,36650,26828,34060,33517,31923,33295,2869,2288,2561,2325,3399,2148,0
416,120000,1,3,3,28,1,1,1,1,1,1,29806,22036,28238,26894,22613,23980,16182,8843,12768,11814,10498,10141,0
417,210000,1,1,2,48,1,0,1,1,1,1,112293,125638,104595,101048,106075,109980,92520,98750,68725,68756,60485,70202,0
418,190000,1,2,1,36,2,3,2,2,3,2,20329,29647,20062,23834,23899,25748,4102,6245,4121,5273,5361,5791,1
419,60000,2,4,1,45,1,0,1,1,0,1,14037,17212,19656,19159,17110,16561,6804,10314,7054,9817,9671,7470,0
420,220000,2,1,1,35,1,1,2,1,1,2,64442,57592,61670,65314,60067,65858,24419,13620,18647,20337,19023,8602,0
421,150000,2,2,1,53,3,3,3,3,3,3,17070,18933,18817,21649,20248,23237,819,662,838,1503,1484,1635,0
422,150000,1,3,2,50,3,3,3,3,3,3,83001,71379,70820,90395,78177,73043,6985,5182,6489,4763,4779,3592,0
423,130000,1,3,2,32,2,2,2,2,2,2,42590,41125,40078,45247,48179,35034,10713,11129,7964,9683,11695,9682,0
424,210000,2,1,2,43,3,3,3,3,3,3,116876,111964,122059,113238,138889,136173,3048,2927,2343,4348,4355,5119,0
425,210000,2,1,1,40,2,2,2,1,2,2,67911,87058,77014,91929,87507,98710,13992,21310,12195,26234,12404,23821,0
426,150000,2,2,1,47,1,1,1,1,1,1,77524,91611,90159,88927,93112,89811,29960,43277,28435,30849,27821,39624,0
427,130000,2,3,1,26,2,1,1,2,1,2,81480,73549,84806,83159,68076,75038,29704,24805,30774,29976,26497,30204,1
428,120000,2,2,2,41,2,3,3,3,3,3,39884,33760,41200,38079,42506,41351,5794,3692,4717,5603,6962,5812,0
429,140000,2,2,1,44,1,1,1,1,1,1,56306,66695,67786,60914,61664,63153,25770,34882,18111,29578,29068,21668,0
430,110000,2,3,2,21,3,3,3,3,2,3,51654,47537,47462,47396,50010,47328,5951,5843,2604,4117,5987,3991,0
431,110000,2,2,1,24,1,1,1,1,1,1,43395,49116,53949,41219,50360,40567,11153,19417,30359,16831,21020,13274,0
432,90000,1,2,1,21,2,2,2,2,2,2,27432,28420,32169,27028,34484,29281,7306,6513,6699,4588,7569,6077,0
433,180000,2,2,2,32,3,3,2,2,2,2,38770,45112,28327,37250,42079,40594,8795,8541,5038,5842,5450,5992,0
